분류,사업장명,전체주소,좌표
공공하수처리시설,갈담,전라북도 임실군 강진면 갈담리 4961,"[35.5270461, 127.1611181]"
공공하수처리시설,갈마,충청북도 충주시 가금면 창동리 2111번지,"[36.9876245, 127.8784557]"
공공하수처리시설,갈마마을,경상북도 김천시 어모면 덕마리 5641,"[36.1992044, 128.1235903]"
공공하수처리시설,갈말하수처리시설,강원도 철원군 갈말읍 동온동길 421,"[38.1432082, 127.2914951]"
공공하수처리시설,갈전,경상남도 산청군 생초면 갈전리 4273,"[35.4767017, 127.8412439]"
공공하수처리시설,갈전,경상남도 함안군 산인면 신산리 12872,"[35.2641624, 128.4753629]"
공공하수처리시설,갈전,충청북도 보은군 마로면 갈전리 444,"[36.3882732, 127.8494671]"
공공하수처리시설,갈현1하수,충청남도 보령시 오천면 갈현리,"[36.421768, 126.5600858]"
공공하수처리시설,감교,전라북도 부안군 상서면 감교리 91025,"[35.6630326, 126.6609193]"
공공하수처리시설,감당하수처리장,전라남도 해남군 삼산면 신흥리 3091,"[34.5316304, 126.6103817]"
공공하수처리시설,감물,충청북도 괴산군 감물면 충민로 657,"[36.8371203, 127.8658916]"
공공하수처리시설,감성지구,세종특별자치시 금남면 감성리 531,"[36.4638309, 127.2803678]"
공공하수처리시설,감천/신감마을물재생센터,경상남도 창원시 내서읍 감천리 852,"[35.2079971, 128.5102584]"
공공하수처리시설,감천문화마을하수처리시설,경상북도 예천군 감천면 덕율리 1031,"[36.7119743, 128.4921195]"
공공하수처리시설,감포,경상북도 경주시 감포읍 동해안로 217515,"[35.7972787, 129.50029]"
공공하수처리시설,갑대,전라남도 구례군 마산면 갑산리 625,"[35.2309711, 127.471867]"
공공하수처리시설,갑동,전라남도 화순군 이서면 야사리 10511,"[35.1098936, 127.0714264]"
공공하수처리시설,갑사,충청남도 공주시 계룡면 중장리 9051,"[36.3689754, 127.1812054]"
공공하수처리시설,강내,충청북도 청주시 강내면 석화사인길 1351,"[36.6282325, 127.3604514]"
공공하수처리시설,강내문화,충청북도 청주시 강내면 궁현리 223,"[36.5819649, 127.3664477]"
공공하수처리시설,강동안개마을하수도,강원도 강릉시 강동면 안인진리 2301,"[37.728188, 128.9866112]"
공공하수처리시설,강동하수처리장,울산광역시 북구 산하동 6151,"[35.6306951, 129.427944]"
공공하수처리시설,강례,전라남도 화순군 북면 송단리 4491,"[35.1779597, 127.1715261]"
공공하수처리시설,강릉하수처리장,강원도 강릉시 강변로 718,"[37.7689517, 128.9385662]"
공공하수처리시설,강리,경상남도 창녕군 장마면 강리 13342,"[35.4608632, 128.4707763]"
공공하수처리시설,강림,강원도 횡성군 강림면 강림리 8655,"[37.3775344, 128.1121507]"
공공하수처리시설,강변1단계,부산광역시 사하구 신평2동 6592,"[35.0946462, 128.9594048]"
공공하수처리시설,강변2단계,부산광역시 사하구 신평2동 64213,"[35.0946462, 128.9594048]"
공공하수처리시설,강변말지구,충청남도 공주시 우성면 신웅리 523,"[36.4774243, 127.101059]"
공공하수처리시설,강산,전라남도 보성군 보성읍 대야리 7311,"[34.7567093, 127.0296119]"
공공하수처리시설,강시울,충청남도 부여군 규암면 신성리 1765,"[36.3175938, 126.8790294]"
공공하수처리시설,강의,전라남도 담양군 대전면 강의리 594,"[35.2626564, 126.9061912]"
공공하수처리시설,강정,충청북도 충주시 앙성면 강천리 4910,"[37.169092, 127.7531912]"
공공하수처리시설,강정자,전라남도 담양군 무정면 평지리 1341,"[35.2775156, 127.058985]"
공공하수처리시설,강주마을,경상남도 진주시 정촌면 강주길18번길 48,"[35.1131704, 128.0937006]"
공공하수처리시설,강진,전라남도 강진군 강진읍 초지길 10962,"[34.6307921, 126.7750096]"
공공하수처리시설,강촌,강원도 춘천시 남산면 방곡리 산651,"[37.8061962, 127.6398338]"
공공하수처리시설,강평마을,경상북도 김천시 조마면 강곡2리 8173,"[36.0349431, 128.0990996]"
공공하수처리시설,강포리,강원도 철원군 갈말읍 강포리 36714,"[38.1217495, 127.2935771]"
공공하수처리시설,강하,경기도 양평군 강하면 운심리 216,"[37.492897, 127.3979079]"
공공하수처리시설,강현공공하수처리시설,강원도 양양군 강현면 장산리 62927,"[38.13826390000001, 128.5925425]"
공공하수처리시설,강화,인천광역시 강화군 선원면 고식이길 177,"[37.7307521, 126.507263]"
공공하수처리시설,개령양천,경상북도 김천시 개령면 양천리 130,"[36.1665133, 128.2029634]"
공공하수처리시설,개심,충청북도 옥천군 이원면 미동리 6596,"[36.2257462, 127.6365101]"
공공하수처리시설,개화(기도원)하수,충청남도 보령시 성주면 개화리 365,"[36.3049494, 126.6492473]"
공공하수처리시설,개화(보창)하수,충청남도 보령시 성주면 개화리 4801,"[36.3116817, 126.6574236]"
공공하수처리시설,개화(석재),충청남도 보령시 성주면 개화리 4361,"[36.3116817, 126.6574236]"
공공하수처리시설,거레,강원도 화천군 하남면 거례리 686,"[38.065531, 127.6877519]"
공공하수처리시설,거류,경상남도 고성군 거류면 신용리 1333번지,"[34.978029, 128.4009089]"
공공하수처리시설,거림,경상남도 산청군 시천면 내대리 10451,"[35.2878632, 127.7243311]"
공공하수처리시설,거문처리장,전라남도 여수시 삼산면 거문리 761,"[34.027104, 127.31632]"
공공하수처리시설,거제면,경상남도 거제시 거제면 죽림길 76,"[34.8419142, 128.5901741]"
공공하수처리시설,거진,강원도 고성군 거진읍 자산리 4715,"[38.4382903, 128.4446016]"
공공하수처리시설,거창,경상남도 거창군 거창읍 심소정길 185,"[35.6883002, 127.9361359]"
공공하수처리시설,건천,경상북도 경주시 건천읍 내서로 132567,"[35.8500589, 129.1022314]"
공공하수처리시설,검단지구,세종특별자치시 연서면 용암리 2602,"[36.588881, 127.2250959]"
공공하수처리시설,검두,경상남도 하동군 화개면 부춘리 산157,"[35.1656991, 127.6531855]"
공공하수처리시설,검복,경기도 광주시 남한산성면 남한산성로 495,"[37.4661328, 127.207406]"
공공하수처리시설,검산부동,전라북도 김제시 상동동 3841,"[35.8249243, 126.93052]"
공공하수처리시설,검시지구,세종특별자치시 부강면 금호리 3905,"[36.5296786, 127.370902]"
공공하수처리시설,검천,경기도 광주시 남종면 산수로 2468,"[37.5313737, 127.3541194]"
공공하수처리시설,격포하수,전라북도 부안군 변산면 격포로 25139,"[35.6239023, 126.4787601]"
공공하수처리시설,견유,경상남도 통영시 용남면 장평리 4112번지,"[34.8768014, 128.4660677]"
공공하수처리시설,결운,강원도 홍천군 홍천읍 결운리 1465,"[37.7284215, 127.9147212]"
공공하수처리시설,겸면 (남양),전라남도 곡성군 겸면 칠봉리 332,"[35.2468587, 127.1797429]"
공공하수처리시설,겸면 (운교),전라남도 곡성군 겸면 운교리 43525,"[35.2339193, 127.165827]"
공공하수처리시설,경산,경상북도 경산시 경안로 497,"[35.8503159, 128.7269261]"
공공하수처리시설,경안,경기도 광주시 남한산성면 해공로 427,"[37.4404899, 127.2955836]"
공공하수처리시설,경주,경상북도 경주시 천북면 천북로 513,"[35.8977217, 129.2660078]"
공공하수처리시설,경천,충청남도 공주시 계룡면 경천리 6369,"[36.3226249, 127.1491724]"
공공하수처리시설,계곡,전라남도 담양군 대전면 갑향리 22533,"[35.2813356, 126.9080673]"
공공하수처리시설,계교,경상남도 창녕군 계성면 계성리 324,"[35.48179450000001, 128.5055096]"
공공하수처리시설,계동처리장,전라남도 여수시 돌산읍 평사리 562,"[34.6563978, 127.7441661]"
공공하수처리시설,계룡,충청남도 공주시 계룡면 월암리 1271,"[36.3623104, 127.1383901]"
공공하수처리시설,계룡공공하수처리시설,충청남도 계룡시 두마면 대둔로 1422,"[36.2557931, 127.281523]"
공공하수처리시설,계마,전라남도 영광군 홍농읍 계마리 89412,"[35.4065088, 126.4199107]"
공공하수처리시설,계산,경상남도 하동군 북천면 직전리 55613,"[35.10190720000001, 127.8858415]"
공공하수처리시설,계산,경상남도 합천군 봉산면 계산리 8124,"[35.588059, 128.0621418]"
공공하수처리시설,계실,충청남도 공주시 사곡면 계실리 2431,"[36.5208801, 127.04992]"
공공하수처리시설,계원,전라남도 강진군 옴천면 영산리 2194,"[34.7604928, 126.7658731]"
공공하수처리시설,계전,경기도 양평군 개군면 계전리 141,"[37.413211, 127.5753031]"
공공하수처리시설,계척,전라남도 구례군 산동면 계천리 4891,"[35.336758, 127.4325276]"
공공하수처리시설,계천,경상남도 하동군 고전면 대덕리 7311,"[35.0087981, 127.8147939]"
공공하수처리시설,계촌,충청남도 예산군 신암면 계촌리 7112,"[36.7423328, 126.8378321]"
공공하수처리시설,계화하수,전라북도 부안군 계화면 새포로 465300,"[35.771386, 126.696978]"
공공하수처리시설,고곡,경상남도 창녕군 남지읍 고곡리 302,"[35.4425034, 128.4283399]"
공공하수처리시설,고곡마을,경상북도 안동시 임하면 금소리 1028126,"[36.5038007, 128.849821]"
공공하수처리시설,고달면,전라남도 곡성군 고달면 고달리 78549,"[35.2860268, 127.3563646]"
공공하수처리시설,고달면 (대사리),전라남도 곡성군 고달면 대사리 64813,"[35.3097767, 127.3367412]"
공공하수처리시설,고달면 (목동리),전라남도 곡성군 고달면 목동리 30111,"[35.2903401, 127.3415922]"
공공하수처리시설,고당,충청북도 영동군 심천면 고당리 5262번지,"[36.2122007, 127.6724607]"
공공하수처리시설,고대리,강원도 양구군 양구읍 고대리 2117,"[38.1308456, 127.9944926]"
공공하수처리시설,고대부곡공공하수처리시설,충청남도 당진시 송악읍 고대리,"[36.9760615, 126.7401688]"
공공하수처리시설,고덕문화,경기도 평택시 고덕면 해창리 977,"[37.0373579, 127.0133143]"
공공하수처리시설,고등지구,세종특별자치시 소정면 고등리 3521,"[36.7145217, 127.1933942]"
공공하수처리시설,고령하수,경상북도 고령군 대가야읍 일량로 185,"[35.7136901, 128.2752787]"
공공하수처리시설,고로바위골,경상북도 군위군 고로면 학암리 6753,"[36.1608901, 128.8778896]"
공공하수처리시설,고로병풍암,경상북도 군위군 고로면 인곡리 3052,"[36.1463106, 128.829895]"
공공하수처리시설,고로새산,경상북도 군위군 고로면 괴산리 123,"[36.1158292, 128.8182071]"
공공하수처리시설,고로성황골,경상북도 군위군 고로면 학암리 1439,"[36.1684894, 128.8696885]"
공공하수처리시설,고로양지,경상북도 군위군 고로면 양지리 3085,"[36.1683229, 128.8203395]"
공공하수처리시설,고로조락,경상북도 군위군 고로면 낙전리 5795,"[36.1897235, 128.8122574]"
공공하수처리시설,고리대,전라남도 담양군 수북면 고성리 5127,"[35.2851654, 126.9254591]"
공공하수처리시설,고매,경기도 용인시 기흥구 삼성2로 140,"[37.2265395, 127.0854157]"
공공하수처리시설,고무릉,강원도 삼척시 신기면 고무릉리 31211번지,"[37.3493868, 129.029847]"
공공하수처리시설,고방,경상북도 경산시 용성면 고은리 5901번지,"[35.798834, 128.860126]"
공공하수처리시설,고백1,경기도 이천시 부발읍 고백1리 6501,"[37.275722, 127.515949]"
공공하수처리시설,고북,충청남도 서산시 고북면 문화마을1로 5,"[36.6558691, 126.5299842]"
공공하수처리시설,고사,강원도 삼척시 도계읍 고사리 662번지,"[37.2823862, 129.0606644]"
공공하수처리시설,고사,경상남도 남해군 설천면 진목리 1401,"[34.8930365, 127.9087417]"
공공하수처리시설,고사,전라남도 광양시 다압면 고사리 6511,"[35.1196951, 127.6780312]"
공공하수처리시설,고사리(텃말),강원도 인제군 인제읍 고사리 5771,"[38.011188, 128.2387768]"
공공하수처리시설,고사마을하수도,경상북도 영양군 청기면 당리 7641번지,"[36.8086641, 129.0870834]"
공공하수처리시설,고사포,전라북도 부안군 변산면 운산리 36043,"[35.6389442, 126.531619]"
공공하수처리시설,고산,전라남도 함평군 대동면 덕산리 169,"[35.0921926, 126.5219022]"
공공하수처리시설,고산,전라북도 완주군 고산면 서봉리 7393,"[35.98890470000001, 127.2004762]"
공공하수처리시설,고서,전라남도 담양군 고서면 가사문학로 12148,"[35.22540230000001, 126.9718719]"
공공하수처리시설,고석,충청북도 보은군 회인면 고석리 119,"[36.5182267, 127.6096494]"
공공하수처리시설,고성,경기도 가평군 청평면 고재길 26244,"[37.7057548, 127.5098426]"
공공하수처리시설,고성,경상남도 고성군 고성읍 동해로 121,"[34.9839497, 128.3445503]"
공공하수처리시설,고성,전라남도 영광군 영광읍 청보리로4길 974,"[35.3074902, 126.5229787]"
공공하수처리시설,고성,전라북도 완주군 화산면 화평리 3855,"[36.0366139, 127.2096475]"
공공하수처리시설,고수리소규모하수처리장,충청북도 음성군 단양읍 고수리,"[36.98852, 128.381461]"
공공하수처리시설,고양,전라남도 함평군 함평읍 진양리 1491,"[35.08682, 126.4983792]"
공공하수처리시설,고원동,경상북도 울진군 울진읍 호월2길 12,"[37.0157746, 129.3737812]"
공공하수처리시설,고읍,전라남도 보성군 벌교읍 고읍리 15133,"[34.8670456, 127.3133575]"
공공하수처리시설,고전,전라남도 보성군 겸백면 석호리 171,"[34.8330367, 127.1597936]"
공공하수처리시설,고정,전라북도 장수군 계남면 화음리 7264,"[35.6989823, 127.593001]"
공공하수처리시설,고죽,경상북도 경산시 용성면 고죽리 9571번지,"[35.8223258, 128.8671776]"
공공하수처리시설,고죽,전라남도 보성군 율어면 고죽리 5641,"[34.8925031, 127.1993541]"
공공하수처리시설,고천,강원도 삼척시 미로면 고천리 67011번지,"[37.423981, 129.0459962]"
공공하수처리시설,고초골소규모,경기도 용인시 처인구 원삼면 이원로 913번길 192,"[37.1573781, 127.2864177]"
공공하수처리시설,고촌,전라북도 남원시 고기리 4932,"[35.3690291, 127.5012791]"
공공하수처리시설,고촌하수처리장,경기도 김포시 고촌읍 은행영사정로 1526,"[37.6028141, 126.7771062]"
공공하수처리시설,고탄마을,강원도 춘천시 사북면 고탄리,"[37.9815847, 127.7047901]"
